loan_no,loan_date,default,balance,DSCR,campaign,interest,payment,total_income,loan_amount
150432,12/08/2021,no,418,3.3,Banking,9.25,4655.37,30730,223457
150473,05/06/2021,no,146,9.478,Digital,4,652.3,12365,31310
150622,30/07/2021,no,0,2.163,Digital,2.273383007,1024.95,4433,36898
150781,21/05/2021,no,1279,2.314,Digital,12.03254394,3280.98,15183,59057
150805,21/11/2021,no,289,4.143,Digital,3.891945316,2433.19,20163,87594
150810,08/05/2021,no,3429,4.725,Digital,2.135,2043,19306,98064
151028,06/05/2021,no,100,5.728,Banking,1.75,1639.09,18777,78676
151103,13/05/2021,no,1503,7.408,Digital,8.125,1032.5,15297,49560
151149,17/11/2021,no,486,3.177,Digital,11.145,4858.38,30867,233202
151174,21/05/2021,no,-427,2.245,Digital,5.634398749,3863.29,17350,69539
151247,21/11/2021,no,44,2.281,Digital,2.374497843,6521.02,29753,234756
151273,11/05/2021,no,956,33.995,Digital,4,157.17,10686,7544
151284,17/07/2021,no,123,3.175,Digital,1.55,6885.54,43725,330505
151297,02/06/2021,no,247,2.059,Digital,10.34033504,6868.85,28291,123639
151722,29/07/2021,no,402,2.531,Digital,1.561044843,1359.35,6880,24468
151740,17/11/2021,no,-188,2.35,Digital,12.98531012,2863.49,13456,51542
151790,12/06/2021,no,2190,4.586,Banking,6,2402.38,22034,115314
151944,29/05/2021,no,496,3.366,Digital,2.51943344,2226.46,14989,80152
152051,03/07/2021,no,46,3.979,Banking,1.8,6452.35,51353,309712
152424,12/05/2021,no,194,5.725,Banking,8.665,1576.61,18053,75677
152551,06/05/2021,no,2911,3.144,Digital,2.05,3478.27,21871,166956
152704,05/05/2021,no,53,3.873,Digital,14.10540119,7901.01,61199,142218
152723,29/01/2021,no,939,2.272,Digital,10.75,9106,41379,437088
152925,05/02/2021,no,696,2.078,Digital,8.754847491,1367.79,5685,24620
153158,16/05/2021,no,314,4.288,Banking,2.5,1904.69,16333,91425
153355,23/07/2021,no,-868,16.872,Digital,2.5,327.71,11058,15730
153534,12/08/2021,no,-96,2.573,Digital,2.554357644,582.44,2997,20967
153562,31/07/2021,no,208,9.067,Banking,4.04,781.86,14179,37529
153726,26/08/2021,no,827,3.896,Banking,12.5,3575.81,27861,171638
153799,06/02/2021,no,0,3.817,Digital,5,3914.64,29882,187902
154183,30/07/2021,no,119,5.419,Digital,13.585,1482.97,16073,71182
154327,02/06/2021,no,1095,5.827,Digital,7,1401.51,16332,67272
154678,30/06/2021,no,3082,2.902,Digital,4.496126253,8999.46,52234,431974
154840,18/11/2021,no,3046,1.779,Digital,4.152988064,2700.94,9609,48616
155403,08/07/2021,no,882,4.662,Digital,10.86989256,2892.53,26969,52065
155435,24/07/2021,no,930,5.013,Digital,4.915,1546.82,15507,74247
155549,21/11/2021,no,5129,2.111,Digital,9.746551809,9931.49,41929,178766
155573,14/07/2021,no,541,4.993,Digital,9.625,1678.96,16765,80590
155653,05/06/2021,no,313,3.201,Digital,12.23529909,3960.83,25357,71294
155660,09/07/2021,no,5,4.551,Digital,2.175,2745.19,24989,131769
155768,21/07/2021,no,2,4.501,Digital,1.715,2091.21,18823,100378
155772,08/05/2021,no,54,3.01,Digital,14.19579743,301.33,1814,5423
155931,05/06/2021,no,363,3.706,Banking,5,4506.93,33404,216332
155937,20/11/2021,no,-289,2.394,Digital,2.71,6625.97,31727,318046
156032,03/02/2021,no,199,3.466,Banking,6.21,4698.75,32573,225540
156196,16/07/2021,no,327,3.188,Digital,1.465,3823.49,24376,183527
156258,29/08/2021,no,500,3.347,Digital,1.5,5335.23,35716,256091
156356,30/07/2021,no,68,4.245,Digital,10.33637347,7766.32,65934,139793
156377,28/05/2021,no,1333,3.762,Digital,12.49048384,2480.81,18666,89309
156411,09/06/2021,no,81,17.048,Digital,2.75,340.98,11626,16367
156627,14/07/2021,no,284,73.486,Digital,4,69.68,10241,3344
156684,21/11/2021,no,3451,26.341,Digital,11.5,209.92,11059,10076
156708,18/11/2021,no,0,4.845,Digital,14.81352435,344.59,3339,6202
156771,05/05/2021,no,52,28.814,Digital,1.5,190.88,11000,9162
156875,24/07/2021,no,-68,3.028,Digital,4,5757,34864,276336
156911,08/07/2021,no,1029,4.717,Banking,5.5,2010.43,18965,96500
157046,25/07/2021,no,1147,4.104,Banking,1.8,2958.9,24286,142027
157120,23/07/2021,no,-56,2.812,Digital,8.667104842,4652.87,26169,83751
157251,06/08/2021,no,3025,3.5,Digital,4.25,3752.78,26272,180133
157314,23/07/2021,no,329,5.333,Digital,5.5,1484.06,15829,71234
157319,30/05/2021,no,1898,12.456,Digital,2.55,465.24,11590,22331
157361,17/04/2021,no,650,4.533,Banking,2.55,2212.58,20061,106203
157453,06/05/2021,no,0,3.572,Digital,11.5,2582.29,18449,123949
157556,19/11/2021,no,266,2.192,Digital,5.447194516,4148.76,18188,149355
157569,20/11/2021,no,5248,3.075,Digital,3.04,7868.22,48389,377674
157572,23/07/2021,no,30,5.397,Digital,11.5,1680.32,18139,80655
157668,11/08/2021,no,60,3.025,Digital,2.450065213,4797.81,29027,86360
157875,16/07/2021,no,1314,2.269,Digital,6.433052471,661.5,3002,11907
158053,19/08/2021,yes,18,2.682,Digital,10,7085.49,38009,340103
158218,20/04/2021,no,257,3.957,Digital,2.3,2877.03,22768,138097
158241,17/04/2021,no,210,3.325,Digital,1.55,10131.62,67375,486317
158397,31/07/2021,no,4917,2.4,Digital,9.280163523,345.2,1657,12427
158464,26/01/2021,no,1167,34.607,Digital,2.05,156.43,10827,7508
158545,29/01/2021,no,56,8.294,Digital,1.885,837.4,13891,40195
158624,05/06/2021,no,3127,6.833,Digital,1.71,1067.9,14593,51259
158833,11/07/2021,no,5,4.393,Digital,6.930325079,2177.05,19127,39186
159044,20/04/2021,no,648,3.641,Digital,12.11923501,4377.97,31884,78803
159046,21/05/2021,no,438,3.456,Banking,2.55,4570.77,31597,219396
159050,04/08/2021,no,600,2.119,Digital,8.06757382,6038.58,25591,108694
159052,21/11/2021,no,817,18.287,Digital,1.5,309.98,11337,14879
159245,23/07/2021,no,2342,6.503,Digital,11,1221.9,15893,58651
159287,27/05/2021,no,35,2.972,Digital,3,7439.91,44224,357115
159476,14/05/2021,no,447,2.647,Digital,5,8680.5,45955,416664
159480,29/01/2021,no,475,3.292,Digital,8.585,4187.24,27570,200987
159753,08/08/2021,no,172,4.351,Banking,9.767686136,1810.37,15753,86897
159782,10/07/2021,no,107,2.038,Digital,11.11341587,155.28,633,5590
159939,15/05/2021,no,246,1.548,Digital,2.545574171,5068.71,15695,91236
160072,20/11/2021,no,3068,3.903,Digital,10.33199672,189.32,1478,6815
160443,19/06/2021,no,1580,8.115,Digital,7.069663523,70.55,1145,2539
160457,30/07/2021,no,393,3.465,Digital,2.26,4646.87,32203,223049
160472,23/05/2021,no,-141,8.649,?,2.3,783.38,13551,37602
160559,16/04/2021,no,14,3.996,Digital,12.9084635,1862.31,14884,33521
160717,21/11/2021,no,4119,10.827,Digital,4.5,567.39,12286,27234
160722,27/05/2021,no,-254,8.224,Digital,2.09,848.17,13951,40712
161126,02/02/2021,no,158,3.349,Banking,1.5,6771.1,45352,325012
161155,05/03/2021,no,5763,4.426,Digital,9.7176448,1491.35,13201,26844
161212,20/06/2021,no,209,4.915,Digital,2.55,1918.6,18860,92092
161335,12/10/2021,no,1322,1.95,Digital,3.072294598,9262.1,36130,166717
161389,18/05/2021,no,1393,1.899,Digital,14.65737891,6874.65,26115,123743
161406,09/05/2021,yes,33,4.981,Digital,2.721701916,6883.37,68572,123900
161445,26/05/2021,no,-544,3.803,Digital,15,2420.41,18411,116179
161555,27/05/2021,no,74,7.696,Digital,6,963.87,14836,46265
161557,13/10/2021,no,1093,3.172,Banking,3.29,3544.07,22482,170115
161670,27/05/2021,no,592,3.389,Digital,3.086853046,3126.01,21189,56268
161779,09/07/2021,no,-288,1.592,Digital,13.83221976,2895.16,9220,104225
161889,10/07/2021,no,-170,3.72,Digital,1.427029372,7302.18,54324,131439
162010,09/05/2021,no,-256,16.795,Digital,1.75,329.06,11053,15794
162049,09/05/2021,no,367,3.795,Digital,1.5,4514.24,34264,216683
162153,17/11/2021,no,0,13.771,Banking,3,439.64,12109,21102
162178,05/05/2021,no,258,3.665,Digital,9.800035234,225.08,1650,8102
162326,15/06/2021,no,106,2.062,Digital,9.066064983,3545.25,14619,63814
162429,14/05/2021,no,618,6.573,Digital,8.5,1156.54,15204,55513
162480,18/08/2021,no,3575,2.83,Digital,10.05655097,5053.49,28605,181925
162490,08/05/2021,yes,89,4.81,Digital,6.5,2100.23,20203,100811
162706,17/04/2021,no,-170,4.494,Digital,4.585,2510.96,22567,120526
162875,25/07/2021,no,0,4.964,Digital,1.54,1907.88,18940,91578
163184,20/05/2021,no,6421,7.507,Digital,1.55,857.97,12881,41182
163330,03/07/2021,no,0,2.393,Digital,5.06771069,5281.61,25282,190137
163404,03/09/2021,no,0,2.364,Digital,8.746823281,8579.34,40571,154428
163464,06/08/2021,no,0,1.747,Digital,10.45681837,669.38,2339,24097
163519,31/07/2021,no,3546,3.515,Banking,1.55,5962.92,41920,286220
163677,07/05/2021,no,60,3.679,Digital,3.514531101,7325.59,53896,131860
163719,29/01/2021,no,367,7.698,Digital,2.3,900.14,13859,43206
163809,03/07/2021,yes,0,2.782,Banking,2.3,10382.81,57771,498374
163975,12/05/2021,no,0,4.759,Digital,8.408625769,8224.07,78278,296066
164038,17/04/2021,no,-172,4.73,Digital,2.420784299,799.3,7561,14387
164057,26/05/2021,no,295,1.197,Digital,10.5,3070.1,7348,147364
164071,28/08/2021,no,565,2.936,Digital,3,5653.16,33195,271351
164184,14/05/2021,no,247,3.217,Digital,13.75,8575.46,55167,411622
164334,18/08/2021,no,2143,2.073,Digital,6.599602605,1492.35,6188,26862
164689,30/07/2021,no,1005,2.29,Digital,9.121793719,837.63,3836,30154
164696,18/07/2021,no,3269,1.639,Digital,4.759549197,4019.73,13173,72355
165016,14/05/2021,no,664,4.26,Digital,2.38,2191.05,18666,105170
165294,17/07/2021,no,37,4.405,Digital,1.764986869,4152.42,36580,74743
165649,23/07/2021,no,2362,4.873,Digital,12.75,5817.94,56701,279261
165658,14/05/2021,no,1880,2.617,Digital,4.178888533,6611.89,34605,119014
165751,08/08/2021,no,3577,3.862,Banking,5.665,2296.81,17740,110246
165952,09/05/2021,no,1329,7.303,Digital,6.5,919.79,13434,44149
166242,08/05/2021,no,527,3.435,Digital,6.21,3473.68,23867,166736
166442,26/08/2021,no,32,7.394,Digital,14.30773303,70.67,1045,2544
166516,05/05/2021,no,519,3.058,Digital,6.734715492,5094.48,31156,91700
166614,14/05/2021,no,94,10.415,Banking,9.54,615.22,12815,29530
167065,18/05/2021,no,-79,3.006,Digital,2.186616353,1464.21,8803,26355
167133,05/02/2021,no,145,4.5,Digital,10.5,1982.32,17840,95151
167247,26/06/2021,no,341,5.258,Digital,8.125,1786.11,18784,85733
167385,19/08/2021,no,854,9.947,Digital,2.5,646.86,12869,31049
167442,11/05/2021,no,141,2.801,Digital,2.364743801,5793.68,32458,208572
167586,04/02/2021,no,1355,2.517,Digital,11.76456745,2668.93,13435,96081
167755,13/05/2021,no,5521,42.863,Banking,10.25,123.23,10564,5915
167780,29/05/2021,no,-141,6.396,Banking,1.425,1247.41,15958,59875
167955,14/05/2021,yes,-2,3.471,Digital,13.58826315,8026.76,55717,144481
167980,26/08/2021,no,60,3.839,Digital,2.55,2977.33,22862,142911
168000,07/07/2021,no,149,2.301,Digital,14.58485696,1813.89,8348,32650
168064,06/02/2021,yes,66,6.755,Digital,8.5,953.5,12881,45768
168408,25/07/2021,no,2,3.054,Digital,2.34,7815.29,47732,375133
168716,30/05/2021,no,473,1.503,Digital,3.955522209,447.34,1345,8052
168774,07/05/2021,no,-290,3.721,Digital,4.745724704,4611.13,34318,166000
168851,07/05/2021,no,134,1.948,Digital,8.610038335,569.9,2220,10258
169053,21/05/2021,no,0,1.999,Banking,11.25,136.09,544,6532
169450,21/11/2021,no,1514,6.749,Digital,2.415,1215.47,16407,58342
169523,18/06/2021,no,1093,4.299,Digital,1.5,2304.23,19814,110603
169767,13/11/2021,no,718,3.852,Digital,6.5,3123.41,24065,149923
170018,03/02/2021,no,30,4.453,Digital,3.903197323,312.74,2785,11258
170167,30/05/2021,no,548,3.3,Digital,2.503148302,349.12,2304,12568
170222,17/07/2021,yes,65,9.244,Digital,1.635,663.26,12262,31836
170559,17/07/2021,no,212,2.965,Banking,11.5,4090.67,24256,196352
170612,07/07/2021,no,-354,1.547,Digital,1.712951628,4217.24,13046,151820
170752,14/07/2021,no,24,2.308,Digital,2.114336628,3154.81,14565,113573
170943,14/05/2021,no,2216,43.142,Digital,4.615914858,123.21,10631,5914
171061,26/05/2021,no,-245,3.935,Digital,4.79,3059.07,24072,146835
171104,25/07/2021,no,2,2.087,Digital,10.65722931,8195.54,34210,147519
171105,18/11/2021,no,2453,27.038,Banking,2.34,202.55,10953,9722
171400,06/05/2021,no,90,8.61,Digital,11.625,807.36,13902,38753
171521,02/02/2021,no,746,3.51,Digital,1.885,4042.25,28376,194028
171741,02/02/2021,no,-247,1.965,Digital,4.347284002,7883.45,30989,141902
171745,06/08/2021,no,138,2.833,Digital,3.75,4103.56,23254,196970
171876,18/11/2021,no,99,2.184,Digital,10.50486837,6481.89,28313,116674
172146,28/05/2021,no,294,1.613,Digital,7.362234187,9144.69,29495,164604
172759,19/11/2021,no,913,6.819,Digital,15,74.64,1018,3582
172779,29/01/2021,no,425,2.582,Digital,14.28106421,8821.47,45546,317572
172785,18/07/2021,no,137,10.296,Digital,5,572.53,11790,27481
172862,01/10/2021,no,318,4.052,Digital,5.085,2055.5,16658,98664
172938,20/04/2021,no,-632,2.993,Digital,1.425,3966.55,23742,190394
172985,15/07/2021,no,1275,2.983,Digital,1.962248546,6035.61,36013,289709
172998,19/11/2021,no,0,4.648,Banking,8,2484.68,23097,119264
173204,09/05/2021,no,1387,15.822,Banking,10,362.85,11482,17416
173243,15/05/2021,no,714,6.394,Banking,10,1181.69,15111,56721
173286,08/07/2021,no,22,3.027,Banking,7,8493.83,51416,407703
173337,03/02/2021,no,955,5.429,Banking,1.675,1715.89,18631,82362
173416,30/05/2021,no,7108,2.081,Digital,10.93075434,1136.09,4729,20449
173539,26/08/2021,no,73,1.913,Digital,1.80971544,1246.93,4771,22444
173656,07/07/2021,no,76,4.507,Digital,1.84,2042.05,18409,98018
173705,24/07/2021,no,-290,4.696,Banking,3.04,2542.76,23883,122052
173873,24/07/2021,no,-880,4.86,Digital,2.642113919,1041.83,10127,18752
174015,25/07/2021,no,1080,13.483,Banking,1.415,455.78,12291,21877
174031,13/08/2021,no,1471,3.652,Banking,1.5,4822.52,35222,231480
174228,15/05/2021,no,220,2.425,Banking,3,5624.41,27278,269971
174473,20/04/2021,no,-237,3.829,Digital,11.665,4203.72,32196,201778
174533,11/06/2021,no,2056,2.487,Digital,1.34,7466.87,37135,358409
174575,03/07/2021,no,42,3.257,Banking,2.05,4805.98,31310,230687
174628,25/07/2021,no,0,6.34,Digital,9.79,1389.82,17623,66711
175022,18/05/2021,no,-301,1.551,Digital,10.42256484,744.78,2311,26812
175101,19/11/2021,no,-459,10.971,Digital,2.425,586.65,12872,28159
175148,27/08/2021,no,692,3.814,Digital,2.005,4616.45,35210,221589
175219,13/05/2021,no,105,5.228,Digital,6.625,1810.5,18931,86904
175279,28/05/2021,no,5766,1.642,Digital,5.168376893,896.6,2945,32277
175823,27/06/2021,no,2387,6.193,Banking,3,1311.02,16239,62928
175925,08/07/2021,no,3694,3.769,Digital,2.385,2265.36,17075,108737
175963,11/08/2021,no,24,4.213,Digital,11.55163102,4484.81,37789,80726
176022,30/04/2021,no,-288,8.596,Banking,4.79,783.11,13463,37589
176040,08/07/2021,no,-283,6.316,Digital,1.675,1123.87,14197,53945
176185,02/07/2021,no,463,1.76,Digital,11.62523742,2066.54,7274,37197
176320,20/11/2021,no,8112,3.751,Digital,4.073406194,1632.47,12248,58768
176409,02/06/2021,yes,1108,3.145,Banking,1.76,6717.74,42252,322451
176417,13/05/2021,no,3371,2.715,Digital,8.420505928,830.34,4508,14946
176574,10/07/2021,yes,0,1.731,Digital,1.672770491,551.55,1910,9927
176664,29/05/2021,no,6174,4.081,Digital,1.465,2743.67,22396,131696
176684,07/07/2021,yes,-2,1.844,Digital,3.338980409,1863.97,6873,33551
176831,10/07/2021,no,501,10.327,Digital,12.5,571.1,11796,27412
176967,29/01/2021,no,783,1.622,Digital,5.278791171,411.29,1334,7403
176997,17/12/2021,no,393,3.294,?,10.29,8833.57,58187,424011
177075,19/05/2021,no,68,4.845,Banking,5.5,1500.16,14538,72007
177189,19/11/2021,no,1760,3.155,Digital,1.925,9382.67,59202,450368
177235,15/05/2021,yes,-100,2.709,Digital,6.631713349,1383.07,7494,24895
177381,14/07/2021,no,2356,6.552,Digital,10.5,1194.79,15657,57349
177403,06/05/2021,no,388,3.026,Digital,1.46,3913.08,23684,187827
177448,14/07/2021,no,522,6.544,Banking,3.5,1198.49,15686,57527
177835,02/02/2021,no,812,4.066,Digital,2.3,1998.81,16254,95942
177842,06/05/2021,no,-400,11.837,Digital,6.5,544.38,12888,26130
178024,23/07/2021,no,-89,4.863,Digital,1.375,1901.97,18500,91294
178112,26/06/2021,no,-153,7.407,Digital,1.965,873.06,12933,41906
178220,03/06/2021,yes,-754,3.368,Digital,2.29,6113.65,41186,293455
178236,09/07/2021,no,252,5.816,Banking,1.885,1462.57,17012,70203
178241,07/05/2021,no,-181,2.073,Digital,3.310432035,4603.73,19088,82867
178548,26/05/2021,no,252,4.926,Banking,11.25,1956.74,19279,93923
178590,29/05/2021,no,7712,1.645,Digital,9.10387821,719.35,2366,12948
178910,06/08/2021,no,122,4.719,Digital,7.04,2024.73,19111,97187
179182,14/10/2021,no,144,2.015,Digital,1.340920297,1574.73,6345,28345
179236,28/07/2021,no,134,2.573,Digital,1.83731342,3357.48,17280,60434
179487,28/01/2021,no,344,63.074,Digital,1.71,82.11,10358,3941
179545,17/06/2021,no,2801,4.991,Digital,3.75,1762.54,17595,84601
179852,21/05/2021,no,-867,2.087,Digital,8.633914002,2312.78,9653,41630
179987,04/02/2021,no,1674,16.47,Digital,6.5,344.68,11354,16544
180025,08/05/2021,no,1131,8.603,Digital,3.5,800.45,13773,38421
180116,09/02/2021,no,749,20.175,Digital,2.51,278.98,11257,13391
180133,27/08/2021,no,24,2.049,Digital,1.418812018,2179.71,8932,78469
180294,18/11/2021,no,214,7.304,Digital,2.465,1007.98,14724,48383
180315,20/11/2021,no,2369,2.176,Digital,8.644742078,2087.73,9085,37579
180368,07/07/2021,no,1659,1.988,Digital,7.076464708,129.3,514,2327
180581,08/07/2021,no,68,4.602,Digital,13.93178533,313.25,2883,5638
180661,04/08/2021,no,432,4.807,Digital,9.75,2488.16,23921,119431
180705,29/08/2021,no,947,2.965,?,2.415,7119.07,42221,341715
180744,18/11/2021,yes,0,3.878,Digital,8.585,4360.18,33815,209288
180754,30/07/2021,no,194,3.102,Digital,8.665,7729.42,47956,371012
180894,20/11/2021,no,519,4.36,Digital,10.52615008,6541.04,57042,117738
181257,13/05/2021,no,-276,2.576,Digital,1.81828337,1064.75,5486,38331
181457,03/06/2021,no,-1621,3.269,Banking,2.175,5900.21,38575,283210
181535,20/11/2021,no,966,2.674,Digital,14.95282058,642.8,3438,23140
181539,29/01/2021,no,-209,4.828,Banking,2.175,1508.79,14570,72421
181599,17/07/2021,no,-30,10.23,Digital,14.5,705.03,14425,33841
181711,24/07/2021,no,1514,3.493,Banking,1.885,4207.53,29397,201961
181763,05/02/2021,no,440,3.066,Digital,3.021446081,2347.06,14390,42247
181771,22/08/2021,no,29,10.564,Digital,2,581.43,12284,27908
181931,04/06/2021,no,2918,3.183,Digital,12,6477.32,41234,310911
182058,05/05/2021,no,2,3.184,Banking,5.29,6834.32,43522,328047
182284,03/06/2021,no,0,3.599,Digital,2.03211696,130.44,939,2347
182286,06/02/2021,no,1790,1.799,Digital,13.8024218,5197.46,18697,187108
182551,13/05/2021,no,-639,3.342,Digital,10.56216255,6427.63,42965,115697
182619,08/08/2021,no,2374,4.149,Banking,9.75,2507.71,20811,120370
182732,16/07/2021,no,-230,4.107,Digital,12.125,4453.73,36584,213779
182849,14/07/2021,no,142,14.38,Banking,2.34,456.82,13138,21927
182867,17/04/2021,no,1776,3.109,Digital,14.585,10396.01,64636,499008
182941,30/07/2021,no,664,4.385,Digital,5.098747949,1746.39,15317,62870
182952,16/07/2021,no,850,4.453,Banking,1.84,2711.66,24152,130159
183290,23/05/2021,no,2737,20.472,Digital,1.59,278.72,11412,13378
183449,12/05/2021,no,238,2.916,Banking,1.5,6807.47,39701,326758
183519,21/11/2021,no,787,3.294,Digital,9.25,8666.81,57104,416006
183539,18/08/2021,no,8121,2.271,Digital,4.46,9618.52,43694,461688
183704,29/07/2021,no,-113,2.564,Banking,12.75,9596.59,49212,460636
183847,27/05/2021,yes,-627,3.814,Digital,12.94552013,2965.87,22626,53385
184231,04/06/2021,no,241,1.915,Digital,4.085,1100.02,4214,52800
184257,14/05/2021,no,124,3.178,Digital,2.371636416,1083.41,6887,39002
184258,11/07/2021,no,1499,2.488,Digital,11.44561947,1397.86,6957,50322
184392,06/08/2021,no,3059,1.982,Digital,14.78989774,3005.66,11917,54101
184670,07/05/2021,no,356,7.994,Digital,1.925,929.17,14855,44600
184719,28/07/2021,no,-92,31.268,Digital,11.25,174.49,10912,8375
184992,11/08/2021,no,2155,3.46,Digital,14.585,2944.03,20372,141313
185072,29/07/2021,no,3100,2.101,Digital,5.087306974,1439.25,6048,51813
185199,15/07/2021,no,-988,4.092,Banking,9.54,2914.27,23849,139884
185419,01/06/2021,no,261,4.712,Digital,3.25,1834.85,17290,88072
185799,08/07/2021,no,38,14.052,Digital,11.46,440.92,12392,21164
185846,02/02/2021,no,-271,4.092,Digital,1.8,3010.5,24637,144504
185906,14/05/2021,no,519,8.524,Digital,2.71,775.66,13223,37231
185981,25/08/2021,no,745,5.548,Banking,1.335,1999.59,22188,95980
186319,09/05/2021,no,105,1.994,Digital,1.661804531,3551.08,14164,63919
186322,12/05/2021,no,1052,4.323,Banking,9.75,3403.46,29427,163366
186327,04/11/2021,no,172,1.949,Digital,7.331063462,1851.65,7216,33329
187380,07/05/2021,no,1210,1.926,Digital,4.567783833,4601.3,17727,82823
187680,29/01/2021,no,2,2.187,Digital,2.385640668,1141.6,4994,41097
188157,21/07/2021,no,1229,4.775,Digital,1.965,2435.69,23260,116913
188349,09/07/2021,no,283,4.163,Digital,5.673889095,2913.13,24257,139830
188444,18/06/2021,no,1736,3.404,Banking,9,3762.28,25617,180589
188669,06/05/2021,no,69,4.476,Digital,1.8,2212.81,19809,106214
188748,17/06/2021,no,156,43.213,Digital,1.715,121.85,10531,5848
188887,13/05/2021,no,12482,4.189,Digital,3.5,2808.97,23531,134830
188996,18/05/2021,no,1521,4.324,Digital,11.145,2205.1,19070,105844
189060,06/05/2021,no,1016,2.593,Digital,6,5268.66,27323,252895
